title,grade,element,way
버섯으로 관자 느낌 내는 방법! 새송이버섯간장버터구이 만들기,아무나, 새송이버섯 2개# 버터 30g# 어린잎채소# 간장 1T# 맛술 1T# 올리고당 1/2T#,"버섯의 밑동과 갓을 잘라낸 뒤, 3~4등분 한다#자른버섯의 양면에 칼집을 낸다#팬에 버터를 녹인다#버섯을 굽는다#불을 약불로 줄이고 소스를 넣고 졸인다#"
"구워서 더욱 쫀득한 구운 ‘가지무침’ 만드는 방법~양념장 황금레시피! 밑반찬, 도시락반찬^^",초급, 가지 2개# 진간장 4.5T# 고춧가루 1T# 다진마늘 1/2T# 설탕 1T# 대파 3T# 깨 1/2T# 들기름 1.5T#,"가지2개는 깨끗이 씻어 꼭지만 제거해 주신 후,#마른팬에 노릇하게 구워주시고,, 중불#가지무침양념장->간장4.5T,#고춧가루1T,#다진마늘1/2T,#설탕1T,#대파3T를#구운 가지와 함께 무쳐주셔요.#고르게 잘 섞이면, 깨1/2T,#들기름1.5T를 넣고 다시 한번 버무리시면 완성입니다.#밥도둑 인정!!#오늘도 맛나게 드셔요^^#"
달콤 짭조름♡ 떡 베이컨 간장조림♡,아무나, 베이컨# 대파# 떡# 간장# 참기름# 물엿# 기름#,"대파에 떡국떡 (가래떡, 떡볶이떡) 베이컨#기름두르고 볶듯구워요.(튀기듯하면 더 맛있습니다)#간장.물엿.참기름을 넣어 볶아요. 간장 한스푼, 물엿 넉넉히, 참기름한스푼(이런 느낌 비율로. )#볶아주며 졸입니다.#국물없게끔 졸여야 맛있어용: )#깨도 뿌리고 한번 볶아준 후 끝.#완성^^#"
고기처럼 쫄깃한 밥도둑 반찬 '새송이버섯 간장버터구이'레시피,아무나, 새송이 버섯 3동# 청양고추 1개# 대파 1/2대# 버터 1T# 간장 5T# 올리고당 2T# 다진마늘 1T# 참기름 1T# 물 2T#,"먼저 새송이 버섯 3동은 밑동을 제거하고 일정한 두께로 잘라 줍니다. 대파와 청양고추는 쫑쫑 썰어 줍니다.#간장5T,올리고당2T,물2T,다진마늘1T, 참기름1T를 섞어주신뒤 썰어놓은 청양고추,대파를 섞어줍니다.T:성인 숟가락 기준입니다#달궈진 팬에 버터 1스푼 녹여준 뒤 새송이버섯을 앞뒤로 구워 줍니다.중약불#버섯이 쫄깃하게 구워지면 만들어 놓은 양념을 버섯이 자작히 잠기도록 부어 줍니다.약불에서 타지 않게 졸여 주심 끝!#고기처럼 쫄깃한 새송이버섯 간장버터구이 완성입니다!#한개 먹어보니 고소한 버터향에 짭쪼롬한 간장양념이 어우려져 참 맛있어요!밥 한공기 뚝딱 하게 만듭니다^^#"
닭봉간장조림~ 십년째 만들어 먹는 양념 공유해요!,아무나, 닭봉 20개# 우유 적당히# 대파 1/2대# 소주 1/2컵# 간장 5숟가락# 설탕 2숟가락# 식초 2숟가락# 청주 2숟가락# 케첩 1숟가락# 물엿 1숟가락#,"닭봉 2팩, 갯수로는 20개를 준비해요#닭봉이 잠기게 우유를 부은 후 30분간 재워 잡내를 제거해줍니다#30분 후, 우유를 헹궈내고 체에 밭쳐 물기를 빼주세요일반적인 냉장닭 밑손질은 여기서 마무리하고 Step6으로 가세요~#냉동닭이나 잡내가 심한 냉장닭은 데치는 과정을 추가해주세요(선택사항)#팔팔 끓는 물에 닭과 소주 반컵을 넣고 3분간 데친 후 하나하나 씻어줍니다 ^^#오목한 조림팬에 간장 5, 설탕 2, 식초 2, 청주 2, 케첩 1, 물엿 1을 넣어 섞은 다음#닭을 담고 대파 반대를 큼직하게 잘라 넣고#양념과 재료를 고루 섞어 뚜껑을 덮고 중불로 20분간 조려줍니다중불#중강중간 뚜껑을 열고 위아래 위치를 고루 바꿔가며 조려주세요~ 물을 넣지 않았지만 자박자박 수분이 나오면서 타지 않아요 ^^#중불로 20분 졸여낸 모습입니다~, 색이 많이 달라졌죠? 이제 뚜껑을 열고 국물이 졸아들도록 중강불로 10분 정도 더 조려주면 윤기가 반짝반짝 나면서 완성됩니다!!중강불#대파는 건져내고 담아주세요~ 양념, 닭, 대파 섞어 뚜껑덮고 중불 20분, 뚜껑열고 중강불 10분, 중간중간 섞어주기~, 간단하죠 :)#한입에 쏙쏙 집어먹기도 좋고, 무엇보다 양념이 진짜 찐으로 맛있으니까, 꼭 한번 만들어보세요~ 다진 땅콩이나 쪽파를 올려도 좋습니다#단짠단짠으로는 표현하기 부족한 닭봉간장조림~ 딱 한번만 만들어 보면 자주 만나고 싶은 단골메뉴가 될거예요 :D#"
아삭아삭한 고추된장박이,아무나, 풋고추 10개# 된장 2T# 다진 마늘 1/3T# 송송썰은 대파 1T# 참기름 1/2T# 통깨 1/2T# 매실원액 1T# 설탕 1/3T#,"풋고추는 깨끗이 씻은후 한입크기로 적당히 썰고, 파는 송송썰어서 1스푼가량 준비합니다.#분량의 양념을 넣고, 잘 섞어준후...#썰어논 고추/파와 함께.. 잘 버무려 주면 완성이랍니다. ^^#"
밥도둑 반찬 고추장 달걀조림 만들기!TV 알토란 레시피,아무나, 달걀 10개# 양파 1개# 청양고추 3개# 쪽파 또는 대파 약간# 멸치육수 1.5컵# 고추장 2T# 고춧가루 3T# 진간장 4T# 설탕 2T# 물엿 3T# 참기름 2T# 깨 1T# 후추 1ts#,"먼저 물에 소금1T,식초1T를 섞어 달걀을 7-8분 반숙으로 삶아 줍니다.#달걀이 삶아지는 동안 양파는 굵게 채 썰고 청양고추도 큼직큼직 썰어주셔요#달걀이 삶아지면 얼음물에 바로 행궈 껍질을 깔끔히 잘 벗겨 줍니다.#참기름과 깨를 제외한 모든 양념을 한곳에 미리 섞어주셔요.평소 단 것 싫으시면 설탕, 물엿은 조금 줄이셔도 됩니다#냄비에 멸치육수를 넣고 양념을 잘 풀어 주신뒤 끓여줍니다.#양념이 끓기 시작하면 양파와 청양고추를 넣고 끓여줍니다.#양념이 반정도 졸아들었다 싶을때 반숙달걀을 투하 해줍니다.이대로 약 2분정도 더 끓여주시면서 달걀에 색이 입혀지게 국물을 끼얹어 주세요#마지막으로 참기름 2T와 깨1T를 넣고 잘섞어주시고 쪽파를 고명으로 올려주시면 끝!#밥도둑 반찬 알토란 임성근님의 고추장 달걀조림 완성입니다^^#한번 먹어보니 촉촉한 반숙달걀에 매콤달콤 양념이 어우려져 넘 맛있네요.꼭 떡볶이 양념같은게 은근 중독성 있고 정말 짱짱짱!뜨끈한 밥에 비벼 먹으면 밥 한공기 뚝딱 하게 됩니다^^#"
치킨너겟으로 간편하게 간장치킨 만들기,아무나, 치킨너겟 20개# 견과류(아몬드or땅콩) 1줌(생략 가능)# 진간장 3스푼(밥수저)# 설탕 2스푼(밥수저)# 올리고당 3스푼(밥수저)# 다진 마늘 1스푼(밥수저)# 매실액 1스푼(밥수저)# 맛술 2스푼(밥수저)# 물 3스푼(밥수저)#,"[치킨너겟 노릇하게 튀기기], 프라이팬에 치킨너겟이 절반 정도 잠길정도의 식용유를 두르고 로 한 면씩 뒤집어 가며 튀겨주세요., 제 기준으로 5분씩 총 10분 튀겨주었어요.치킨너겟 20개, 식용유약불냉동상태의 너겟을 바로 튀기면 기름이 튀어요.미리 자연해동시켜주시거나 프라이팬 뚜껑을 살짝 닫아서 기름 튐을 방지해주세요!#[기름기 제거], 튀겨진 너겟은 키친타월에 올려서 표면 기름을 제거해주세요.키친타월기름기를 제거해야 느끼함이 덜하겠지요.#[간장치킨 소스 만들기], 작은 볼에 진간장 3 스푼, 설탕 2스푼, 올리고당 3 스푼, 다진 마늘 1 스푼, 매실액 1 스푼, 맛술 2 스푼, 물 3스푼을 넣고 섞어주세요.진간장 3 스푼, 설탕 2스푼, 올리고당 3 스푼, 다진 마늘 1 스푼, 매실액 1 스푼, 맛술 2 스푼, 물 3스푼작은 볼 혹은 너겟 튀겼던 프라이팬설거지 거리 줄이시려면 조금 전 너겟 튀겼던 프라이팬의 식용유를 버리고 소스 만들어주세요.#[간장소스에 버무리기], 움푹 팬 프라이팬에 소스를 넣고 로 가열해 주세요. 몇 초 후 끓기 시작하면 로 내린 후, 치킨너겟을 모두 넣고, 주걱으로 버무려 주세요.강불로 시작해서 소스가 끓으면 중불너겟은 소스를 순식간에 흡수시키니 빠르게 버무려 주세요.#[취향에 따라 견과류 추가], 소스가 거의 없어졌을 때 먹기 좋게 부셔놓은 견과류를 넣어주시고 에서 30초 정도만 버무려 주세요.견과류 한 줌중불견과류를 넣으시면 고소하고 오독한 식감이 추가되니 추천 드려요.#"
단짠단짠의 대패덮밥,초급, 대패 삼겹살 400g# 대파 2뿌리# 설탕 2스푼# 맛간장(OR진간장) 4스푼#,"궁중팬에 대패삼겹살을 넣어줍니다.대패삼겹살 400g#대파는 큼직하게 썰어서 준비합니다.대파 2뿌리#대패삼겹살이 골고루 익도록 볶아줍니다.강불#고기가 적당히 익으면 준비한 대파를 넣고 좀더 볶아줍니다.강불#대패삼겹살이 노릇해질 정도로 충분히 익혀준 뒤중불#설탕 2스푼을 넣고 한번 더 볶아줍니다.설탕 2스푼중불#설탕을 넣고 볶아주면 고기에 윤기가 돌아요.중불설탕을 넣을 때는 불을 중불로 줄여야 타지않게 볶을 수 있어요.#맛간장 또는 진간장을 4큰술 넣고 한번 더 볶아줍니다.중불입맛에 따라 간장의 양은 조절해야 해요!#삼겹살에 간장 양념이 골고루 베이도록 볶아주면 완성이에요^^#오목한 그릇에 따뜻한밥을 담고, 그 위에 볶은 고기를 올려주면 대패덥밥 완성!#"
고등어김치찜으로 입맛살리기~,아무나, 김장김치 2포기# 고등어 2마리# 양파 1개# 고춧가루 2~4T# 마늘 2T# 대파 1대# 설탕 2T# 돈골액기스 또는 치킨파우더 1T#,"젤 먼저 김치한포기를 꽁지를 살려 반으로 잘라주시고 물을 자작하게 넣고 끓여주세요.김치찜에서 젤중요한게 김치를 얼마나 잘 익히느냐 입니다. , 총 조리시간을 한시간정도로 보고 김치먼저 물넣고 끓이면서 맛을 맞춰 주세요^^#여기에 양파는 반으로 큼직하게 잘라 국물에 퐁당~, 그리고 고춧가루도 2~4T 정도 미리 넣고 끓여주세요.#그리고 마늘하고 설탕, 돈골액기스나 치킨파우더도 넣고 여전히 바글바글~~~끓여주세요., 참 돈골액기스는 돼지뼈로 우려낸 액기스인데 인터넷에 엄청 많이 팔고, 김치찌개나 김치찜, 보쌈등을 할때 넣으면 그 어떤 조미료 보다 맛이 좋으니 참고하세요.물은 나중에 계속 더 부어가며 맞춰도 되니까 너무 신경쓰지 말고 모자르면 더 넣으세요.#이제 김치는 알아서 익어라~~~ 방치해 두고 그사이 고등어를 손질해 주세요. , 고등어는 내장을 빼고 지느러미를 깔끔하게 잘라내면 됩니다.#김치를 끓이기 시작한지 40분이 지났을때 고등어를 다 넣고 끓일건데 고등어를 첨부터 넣어버리면 생선이 너무 익어서 뭉게지니 마지막 10분에서 20분 내외에 넣고 익혀주세요.생선비린내는 휘발성이라 꼭 국물이 끓을때 까지는 뚜껑을 열고 익혀야 비린내를 날릴 수 있어요.#마무리할 대파를 어슷썰어주시고~#사진처럼 생선까지 색이 잘 입혀 찜이 완성되면 대파 들어갈 시간인데 대부분 생선 넣고 10분쯤 지난후가 맛이 좋아요.#자 이제 대파를 넣고 잠시 1~2분만 더 끓이면 완성 입니다.#짜잔!!! 엄청 맛있어 보이죠? , 김치찜은 정말 시간이 오래걸려 글지 대충 막해도 맛이 좋으니 믿고 따라오세요^^#우와~~ 김치 제대로 잘 익은거 보이시져?, 제가 총 다해서 55분 정도 끓였는데 식감도 살아있고 맛도 좋쿠 딱 좋네요^^#고등어 한쪽하고 같이 담은 모습입니다. , 아주 오랜만에 밥을 순삭했다는 ㅋ#"
[마늘종볶음]단짠단짠 자꾸만 손이가요~,아무나, 건새우 50g# 물 1/4컵# 마늘종 300g# 소금 1/3큰술# 설탕 2큰술# 간장 4큰술# 식용유 4큰술# 참기름 2큰술# 물엿 1+1/2큰술# 통깨 1큰술#,"마늘종 300g을 4cm길이로 썰어주세요#달궈진 마른팬에 건새우 50g을 넣고 중간불에서 1분간 볶아주세요.마른팬에서 건새우를 볶으면 잡내는 사라지고 단맛은 올라갑니다.#볶은 새우를 체에 올려 잔 가루를 털어 내주세요.#팬에 불을 (센불)켜고 물 1/4컵을 넣고 끓여 줍니다.#물이 끓어 오르면 마늘종 300g과 소금 1/3큰술을 넣고 수분이 없어질때까지 볶아줍니다.마늘종을 물에 볶으면 데치는 효과를 내서 아린맛은 날아가고 색감은 살아 납니다. #수분이 없어 졌을 때 볶아 놓은 건새우를 넣어주세요.#설탕 2큰술을 넣고 살짝 볶아주고 설탕 입자가 있을때 간장4큰술을 넣어 줍니다.#식용유 4큰술을 건새우쪽으로 넣고 볶아줍니다.#불을 끄고 참기름 2큰술, 물엿 1큰술반, 통깨 1큰술을 넣고 잘 어우러지게 섞어서 맛있게 드시면 되세요~#"
완전맛있는 차돌박이찜! 미소된장마요소스도 함께~,아무나, 차돌박이 10장# 깻잎 5장# 팽이버섯 1묶음# 숙주나물 1주먹# 미소된장 1큰숟갈# 마요네즈 1숟갈# 올리고당 1숟갈# 다진마늘 0.5숟갈# 고춧가루 0.3숟갈# 청양고추 1개다진것# 물 2숟갈#,"팽이버섯은 밑둥을 잘라내고 씻어주시고 깻잎도 흐르는물에 씻어주세요저는 깻잎이 커서 반으로 잘라서 사용!, 작으면 1장을 통채로 쓰시면됩니다#차돌박이 위에깻잎을 올리고#그위에 팽이버섯을 올려준뒤#돌돌 말아주기만하면 완성이에요#만드는 방법 완전 간단하죠?#냄비에 숙주나물을 한주먹 깔고#차돌박이를 올려 10분간 쪄주면 끝차돌박이 말린이음새 부분이 아래로 가게 두고 찌면 풀어지지않아요#차돌박이찜이 완성되는 사이 소스를 만들어볼게요!, 처음엔 된장이랑 마요네즈? 하실텐데 드셔보시면 고기랑 정말 잘어울리는 소스!#분량의 재료들을 잘섞어주시면되구요, 미소된장이 없으시다면 집된장 말고 시판된장 싱거운걸 사용하셔도 됩니다#차돌박이 찜기에 넣고 소스만들면 그사이 차돌박이찜 완성입니다, 금새 익기때문에 정말 초스피드로 완성할수있는 요리에요#예쁘게 그릇에 담아주면 끝!#된장마요소스에 콕 찍어먹으면 정말 맛있답니다 , 강력추천!#"
목우촌 집반찬 간편요리 마늘쫑 소시지 볶음,초급, 프랑크소시지 1개# 마늘쫑 1단# 간장 2# 올리고당 1# 참기름 1# 통깨#,"프라임 꼬치구이 프랑크를 먹기좋은 크기로 썰어주세요.#마늘쫑을 3~4cm 길이로 썰어주세요.#펄펄 끓는물에 마늘쫑을 30초 데쳐주세요.#소시지도 1분간 데쳐줍니다.#후라이팬에 기름을 두르고 마늘쫑과 소시지를 넣고 볶아줍니다.#간장2, 올리고당 1넣고 볶아줍니다#마늘쫑이 어느정도 숨이 죽으면 참기름1, 통깨를 뿌리고 조금 더 볶아주세요.#어른아이 모두 좋아하는 반찬~ 마늘쫑 소시지 볶음완성!#"
새우요리 갈릭마요새우~ 요거 완전 맛있지~,아무나, 냉동새우 1줌# 마요네즈 4큰술# 다진마늘 1큰술# 설탕 1큰술# 후추 약간# 소금 약간#,"냉동 새우 한줌을 해동 시켜주세요., 그냥 실온에 두셔서 해동시키셔도 되고, 전자렌지 해동기능을 사용하셔도 되요., 전 좀 느지막히 꺼내놓아서 전자렌지에 해동했어요.전자레인지#전자렌지에 냉동새우를 잠깐 돌리는 동안 분량의 양념을 섞어서 만들어주세요., 마요네즈 4큰술, 다진마늘 1큰술, 설탕 1큰술조금 더 매콤하게 드시고 싶은 분들은 다져서 양념에 추가시키시면되요~#해동이 끝난 냉동새우는 후추와 소금을 뿌려서 잠깐 재워두었어요.#20분 정도 지나고 물기를 어느정도 제거해주고, 기름을 두른 팬에 밑간한 새우를 넣고 앞뒤로 살짝 뒤집어 가며 익혀주세요~#어느정도 노릇노릇해지면 섞어놓은 양념을 넣고 같이 섞어주시면 되요#양념이 어느정도 노릇해 지면 불꺼서 마무리~!! 완성된 갈릭마요새우예요~~!!#"
백종원의 부추 달걀 볶음,아무나, 부추 1줌# 달걀 4개# 식용유 2큰술# 밥 2공기# 굴소스 1큰술# 참기름 1큰술#,부추는 적당한 크기로 썰고 달걀은 여러번 저어서 곱게 풀어 놓습니다#팬에 식용유를 두르고 뜨거워지면 달걀을 붓고 젓가락으로 저으면서 익혀주세요#부추와 굴소스를 넣고 볶아주세요#달걀과 섞은후 불을 끄고 참기름을 넣고 저어준후#그릇에 밥 한공기를 담고 그위에 부추 달걀 볶음을 담아주세요.#
비엔나 만두 강정,아무나, 만두(교자만두/물만두) 10개# 비엔나소세지 작은거 1봉# 물 1T# 간장 1T# 고추장 2T# 케찹 2T# 올리고당 1.5T# 다진마늘 1t# 참기름 약간# 깨 약간#,"만두는 기름을 두룬 팬에 노릇하게 구워줍니다.#비엔나 소세지에 원하는 모양대로 칼집을 내고 팬에 볶아줍니다., 양파가 있다면 같이 볶아줘도 좋아요:)#비엔나가 어느정도 구워지면 만두를 같이 넣어줍니다.#양념장을 넣고 양념이 고루 베이도록 잘 섞어줍니다.#양념이 어느정도 베이면 위에 통깨를 뿌려 마무리합니다.#간식이나 술안주, 밑반찬으로 먹기 좋은 비엔나만두강정 완성!#"
칠리새우ㅣ쉬림프 박스 만들기,아무나, 칵테일 새우 1컵(종이컵)# 다진마늘 1스푼# 버터 1조각# 식용유 2스푼# 케찹 2스푼# 고추가루 1스푼# 설탕 1스푼# 간장 1스푼# 식초 1스푼# 물 약간#,냉동새우는 물에 넣고 해동시켜주세요새우꼬리부분은 취향에 따라 제거해주세요 !#칠리 소스 재료들을 모두 넣고 섞어주세요#팬에 식용유를 두르고 다진 마늘을 낮은 불에서 살짝 볶아주세요#마늘이 살짝 익을 때쯤 해동된 새우를 넣고 후추로 살짝 뿌려주세요#새우가 익어가면 소스를 넣고 소스와 새우가 함께 잘 버무려지게끔 물을 살짝 넣고 섞어주세요#마무리로 버터를 한조각 넣고 섞어주세요#밥을 준비해주세요#밥 위에 칠리새우를 올려주시면 완성입니다 !#
자취라이프 평범한 단무지도 양념에 무쳐서 맛있게 먹자,초급, 단무지 260g# 대파 손가락 길이 1줄# 통깨 1숟가락# 고추가루 1숟가락# 참기름 또는 들기름 1숟가락# 올리고당 1숟가락#,"재료를 준비합니다., 단무지 1팩, 대파를 짧게 어슷 썰어줍니다.#그릇에 통깨를 1숟가락 넣어줍니다.#꿀 뜨는 도구로 깨를 빻아줍니다., (통깨는 몸에 흡수가 많이 되지 않아 빻아서 드시는게 몸에 더 흡수가 되어서 으깨 먹습니다.#볼에 깨를 으깨서 넣고 고추가루1숟가락을 넣습니다.#참기름 또는 들기름 1숟가락을 넣어줍니다., 저는 고소한 참기름을 좋아해요~ 들기름이 몸에는 더 좋다고 합니다.#올리고당을 1숟가락 조금 안되게 넣어 줍니다.#잘라 놓은 대파를 넣어 줍니다.#단무지는 입맛에 맞게 잘라줍니다., 저는 반달 모양을 반으로 잘라줬어요., 동그란거의 1/4 모양이라고 생각 하심 됩니다.#양념장에 물기를 짜서 넣어줍니다.#양념과 대파가 어우러지게 무쳐줍니다.#"
봄동 된장무침,아무나, 데쳐서 물기짠 봄동 600그람# 다진 파 2큰술# 다진마늘 1큰술# 된장 2큰술# 고추장 1큰술# 매실액 2큰술# 참기름 1큰술# 통깨 1큰술# 소금 약간#,봄동은 잎이 연한것으로 고른다.#잎을 떼어 끓는 물에 소금을 넣고 데친다.#찬물에 여러번 헹구어 씻어 물기를 꼭 짠다.#파와 마늘은 다진다.#봄동은 먹기좋은 크기로 자른다.#위의 양념으로 조물조물 무친다.#접시에 담는다.#
간단하게 맛난 반찬 만들기 '베이컨 버섯볶음',아무나, 베이컨 5~6줄# 양파 1/2개# 미니새송이버섯 7개# 다진마늘 1t# 굴소스 1t#,버섯과 양파를 잘라줍니다.#올리브유를 두르고 양파와 다진마늘을 볶아줍니다.일반 식용유로 해도 상관없습니다~#마늘향이 올라오면 베이컨을 넣어 볶아줍니다.#베이컨들이 다 떨어지면 버섯을 넣고 내가 좋아하는 식감까지 볶아줍니다.#굴소스를 넣어 줍니다! (채소의 양이 적다면 1/2스푼만 넣어주세요.)굴소스를 넣지 않아도 베이컨에 간이 되어 있어서 맛있답니다~#그릇에 담아 맛있게 먹어줍니다ㅎㅎ#
게맛살계란덮밥 - 계란2개로 만드는 한끼식사,아무나, 게맛살 3개# 계란 2개# 소금 취향껏# 식용유# 물 200ml# 간장 1숟가락# 설탕 1숟가락# 굴소스 1숟가락# 전분 1숟가락#,"먼저 소스부터 만들어 볼게요. 냄비에 물 200ml를 넣고#간장 1숟가락과#설탕 1숟가락#굴소스 1숟가락#전분 1숟가락을 넣어서#전분이 잘 풀어지도록 저어가며 끓여주세요., 소스가 걸죽해지면 불을 꺼주세요.#다음으로 게맛살을 찢어서 준비해주세요#여기에 계란 2개를 넣고 소금을 넣어 잘 섞어주세요.#기름을 두른 팬에 잘 섞어둔 게맛살계란을 넣어주세요.#약불에서 저어가며 살짝만 익혀주세요.#밥 위에 익힌 계란을 올리고#준비한 소스를 올려주세요.#여기에 파를 올리면 게맛살계란덮밥 완성입니다!#꾸덕꾸덕한 소스와 부드러운 계란이 너무 잘 어울리는 한끼 식사에요!#"
고소하고 향긋한 깻잎들깨볶음,초급, 깻잎# 대파# 다진마늘 1T# 국간장 1T# 참기름 1T# 들깨가루 2T# 깨#,"깻잎 을 씻어줍니다., 저는 자잘한 깻잎순으로 했지만. 그냥 큰 잎을 잘라서 해도 무방합니다.#끓는물에 #깻잎 을 넣고 숨이 죽으면 바로 건져 찬물에 헹궈주세요.#물기를 꼭 짜줍니다. 그 많던 #깻잎 이 한주먹밖에안되네요..^^##깻잎 이 뭉쳐지지 않게 잘 풀어주고 양념을 넣어 줍니다., 다진마늘 1T, 국간장 1T, 참기름 1T를 넣고 조물조물 무쳐 주세요., 이렇게 무쳐서 먹어도 맛있습니다... , , , , , , , , , , , , , , , , , , , , , , #파를 흰색 대부분을 썰어주고, 식용유를 1T정도 넣고 살짝만 먼저 볶아줍니다.#양념해 두었던 #깻잎 을 넣고 참기름 1T를 넣어주고 볶아줍니다. , 너무 세지 않은 불에서 볶아주세요.#어느정도 볶아지면 참깨를 뿌려주고, 들깨까루를 2T정도 골고루 뿌려 한번 더 볶아줍니다. , , , , , , , , , , , , , , , , , , #그럼 고소하면서 향긋한 #깻잎볶음 이 완성되요..#"
【간단반찬】꽈리고추 햄볶음 만들기~,아무나, 꽈리고추 20개# 햄 140g# 양파 1/2개# 진간장 2T# 굴소스 1/2T# 마늘 3쪽# 올리고당 2T# 식용유 1T# 참기름 1T#,"꽈리고추(20개)는 먹기좋게 3등분해서 썰어 주시구요~#햄(140g)도 썰어 주세요~#양파1/2개 마늘3쪽도(다진마늘1T)도 준비해 주시구요~#식용유1T+참기름1T두른후 양파먼저 슥슥 볶아 주시다가~#햄넣고 볶아 주세요~, (약불에서 볶아 주세요^^)#양파가 살짝 투명해지면 다진마늘 넣어서 볶아 주시다가~#꽈리고추 넣고 볶다가~#진간장2T,굴소스1/2T,물엿이나 올리고당2T넣고 볶아 주심 끝이에용^^, (굴소스 없으시면 간장 더넣어 주심 되셔요~)#꽈리고추는 너무 익히시면 냉장고 들어갔다 나왔을때 숨이 죽어 맛없는 비주얼이 되요~살짝 덜익었다 싶으실때까지 볶아 주시면 아삭하면서 맛있어용^~^ , 간단방법 이지만 완전 맛있고 밥반찬으로 딱 좋아용^^#"
쫄깃 매콤한 백종원 느타리 두루치기,아무나, 느타리버섯 300g# 양파 1/2개# 애호박 1/4개# 고추 1개# 대파 1개# 고추장 1T# 고춧가루 1T# 간장 3T# 설탕 1.5T# 다진 마늘 1스푼# 참기름 1스푼#,"느타리버섯은 손질 후 먹기 좋은 크기로 가닥을 떼어주세요., 양파는 채 썰고 애호박은 반달로 썰어주세요., 대파와 고추도 썰어 준비해 주었어요.#고추장 1T, 고춧가루 1T, 간장 3T, 설탕 1.5T, 다진 마늘 1스푼, 참기름 1스푼을 넣고 섞어주세요.#느타리버섯과 채소들을 한곳에 넣고 양념장이 골고루 묻도록 조물조물 버무려주세요., 버무리다 보면 채소에서 물이 나와 잘 버무려진답니다.#식용유를 살짝 두른 팬에 모든 재료를 넣어주세요.#양념한 채소들이 잘 익을 때까지 볶아주시면 돼요., 여기에 불린 당면을 넣고 볶아주셔도 좋답니다., #마지막으로 통깨를 뿌려주면 매콤한 느타리 두루치기가 최종 완성이 돼요.#"
초간단 럭셔리요리@ 매콤참치퀘사디아,아무나, 또띠아 2장# 참치캔 1개# 치즈 취향껏# 양파 0.5개# 청양고추 1개# 토마토소스 4T#,"참치캔, 햄, 양파, 치즈(취향대로), 토마토소스, 또띠아를 준비하고, 추가로 느끼함을 잡아주고 매콤함을 더해주기위해 청양고추도 준비합니다.#또띠아 한쪽면에 토마토소스를 2T덜어 바르고 캔참치의 기름기를 최소화하여 올려줍니다#그 위로 양파올리고#햄올리고#청양고추는 잘게썰어 고루 분포시켜 올리고 본인이 좋아하는 재료 더 추가합니다.#다른 또띠아의 한면에도 토마토소스를 2T 발라줍니다#기존에 재료쌓아올린 또띠아에 치즈를 듬뿍올리고#덮어줍니다, 그리고 이대로 전자렌지에서 2분 돌려주면전자레인지#끝#치즈가 녹아있죠#먹기좋게 잘라주고#하나씩#집어들어#먹으면, 기가 막히는 맛입니다♥#"
